"Symbol","Name","Trade Volume","Trade Value","UIN Settlement Volume ","UIN Settlement Value ","UIN Percentage Volume","UIN Percentage Value "
"786","786 INVESTMENT LIMITED","78,233.00"," 987,455.32 ","61,340.00"," 770,939.71 ","78.41 ","78.07 "
"AABS","AL-ABBAS SUGAR MILLS LIMITED","1,885.00"," 1,849,698.34 ","1,038.00"," 1,041,225.87 ","55.07 ","56.29 "
"AATM","ALI ASGHAR TEXTILE MILLS LIMITED","7,571.00"," 367,100.36 ","7,469.00"," 362,200.36 ","98.65 ","98.67 "
"ABL","ALLIED BANK LIMITED","687,217.00"," 143,705,598.90 ","396,465.00"," 82,973,732.59 ","57.69 ","57.74 "
"ABOT","ABBOTT LABORATORIES (PAKISTAN) LIMITED","10,885.00"," 13,138,212.28 ","10,864.00"," 13,113,077.21 ","99.81 ","99.81 "
"ACIETF","ALFALAH CONSUMER INDEX EXC. TRADED FUND","5,512.00"," 105,437.56 ","4,012.00"," 77,182.56 ","72.79 ","73.20 "
"ACPL","ATTOCK CEMENT PAKISTAN LIMITED","116,031.00"," 34,265,156.55 ","104,245.00"," 30,789,109.28 ","89.84 ","89.86 "
"ADAMS","ADAM SUGAR MILLS LIMITED","862.00"," 62,454.44 ","494.00"," 36,428.28 ","57.31 ","58.33 "
"ADMM","ARTISTIC DENIM MILLS LIMITED","31,676.00"," 1,573,722.26 ","10,398.00"," 519,498.85 ","32.83 ","33.01 "
"AGHA","AGHA STEEL INDUSTRIES LIMITED","2,298,188.00"," 21,035,516.79 ","1,768,444.00"," 16,194,126.04 ","76.95 ","76.98 "
"AGIC","ASKARI GENERAL INSURANCE COMPANY LTD","148,071.00"," 7,253,564.80 ","142,368.00"," 6,973,390.81 ","96.15 ","96.14 "
"AGIL","AGRIAUTO INDUSTRIES LIMITED","7,734.00"," 1,028,276.29 ","5,256.00"," 712,391.45 ","67.96 ","69.28 "
"AGL","AGRITECH LIMITED","303,793.00"," 23,373,793.18 ","181,532.00"," 14,046,891.03 ","59.76 ","60.10 "
"AGP","AGP LIMITED","483,240.00"," 96,435,284.95 ","448,089.00"," 89,581,838.72 ","92.73 ","92.89 "
"AGSML","ABDULLAH SHAH GHAZI SUGAR MILLS LIMITED","1,569,990.00"," 14,092,015.57 ","407,950.00"," 3,692,232.42 ","25.98 ","26.20 "
"AGTL","AL-GHAZI TRACTORS LIMITED","53,502.00"," 20,965,456.33 ","50,783.00"," 19,889,240.83 ","94.92 ","94.87 "
